Price;Boat Type;Manufacturer;Condition ;Fuel ;Length;Width;Material;Country;City
EUR 27500;Trawler;;Used boat;;10.5;3.4;Steel;Netherlands; In verkoophaven
EUR 27500;Cabin Boat;Albin power boats;Diesel;;9.7;3.25;GRP;Germany; Mecklemburg Vorpommern
EUR 27500;Pilothouse;Bénéteau power boats;Used boat;;7.21;2.59;;France; SAINT GILLES CROX DE VIE
EUR 27499;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.5;2.29;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 27490;Trawler;;Used boat;;11.0;3.2;Steel;Germany; Oranienburg
EUR 27490;Cabin Boat;Larson power boats;Used boat;;8.53;2.55;GRP;Germany; Borgsdorf
EUR 27490;Motor Yacht;Eolo power boats;new boat from stock;;6.5;2.55;;Germany; DE
CHF 29700;Pilothouse;Selection Boats power boats;new boat from stock;;6.0;2.25;GRP;Switzerland; Lake Geneva
£ 25000;Cabin Boat,Fishing Boat;Bénéteau power boats;Used boat;;7.2;2.59;GRP;United Kingdom; Port Solent
£ 24950;Pilothouse;Bayliner power boats;Used boat;;7.14;2.59;PVC;United Kingdom; Burnham-on-Crouch
EUR 27000;Sport Boat;Cranchi power boats;Used boat;;9.31;2.86;GRP;Italy; Lombardy
EUR 27000;Pilothouse;Jeanneau power boats;Used boat;;6.66;2.64;PVC;France; SAINT CAST LE GUILDO
EUR 27000;Sport Boat;Bénéteau power boats;Used boat;;8.91;3.14;PVC;France; GRANVILLE
EUR 27000;Flybridge;Fairline power boats;Used boat;;9.8;3.6;GRP;Italy; Adria
EUR 27000;Flybridge;Fairline power boats;Used boat;;9.8;3.6;GRP;Italy; Adria
EUR 27000;Pilothouse;Bénéteau power boats;Used boat;;7.44;2.75;PVC;France; 29200 BREST
EUR 27000;Bowrider;Sea Ray power boats;Used boat;;8.04;2.79;GRP;Spain; Mallorca
EUR 27000;Motor Yacht;Formula power boats;Used boat;;8.15;2.7;GRP;Switzerland; Lake Constance
EUR 27000;Launch;Corsiva power boats;Used boat;;6.9;2.65;Plastic;Netherlands; Südholland
EUR 27000;Sport Boat;Bruno Abbate power boats;Used boat;;9.3;2.9;GRP;Italy; Veneto
EUR 27000;Bowrider;Quicksilver (Brunswick Marine) power boats;Used boat;;6.12;2.4;GRP;Germany; Baden-Württemberg
EUR 27000;Bowrider,Center console boat,Sport Boat;Bayliner power boats;Used boat;;6.81;2.36;GRP;Germany; Rhein
EUR 27000;Motor Yacht;Dellapasqua power boats;Used boat;;9.54;3.08;GRP;Italy; Friuli-Venezia Giulia
EUR 27000;Classic,Motor Yacht;;Used boat;;9.5;3.0;Wood;Turkey; Istanbul
EUR 26999;Bowrider;Bénéteau power boats;new boat from stock;;5.26;2.36;GRP;Germany; Niedersachsen
EUR 26980;Deck Boat;Marinello power boats;new boat from stock;;6.45;2.45;;Germany; Hock Boote
EUR 26900;Sport Boat;Marinello power boats;new boat from stock;;5.9;2.48;;Germany; Hock Boote
EUR 26900;Sport Boat;Marinello power boats;new boat from stock;;6.45;2.45;;Germany; Hock Boote
EUR 26900;Sport Boat;Marinello power boats;new boat from stock;;5.3;2.3;GRP;Germany; Hock Boote
EUR 26900;Cabin Boat;Sting power boats;new boat from stock;;6.1;2.37;GRP;Germany; Nordrhein-Westfalen
EUR 26900;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.33;2.17;GRP;Germany; Niedersachsen
EUR 26900;Cabin Boat;Quicksilver power boats;new boat from stock;;6.02;2.34;GRP;Germany;1
EUR 26900;Launch;Antaris power boats;Used boat;;5.7;2.32;GRP;Netherlands; Lemmer
EUR 26900;Bowrider;Bayliner power boats;Used boat;;5.79;2.39;GRP;Lake Constance;78343
EUR 26900;Sport Boat;Karnic power boats;Used boat;;6.3;2.45;;France; Mandelieu
EUR 26900;Cabin Boat;Bénéteau power boats;Used boat;;6.5;2.59;GRP;Germany; Ostsee
EUR 26900;Bowrider;Capelli power boats;new boat from stock;;4.9;1.98;GRP;Germany; Bayern
EUR 26900;Launch;Triton power boats;Used boat;;6.5;2.5;GRP;Bielefeld;
CHF 29000;Center console boat;Quicksilver power boats;Used boat;;5.75;2.34;Plastic;Switzerland; Lake Geneva
CHF 29000;Classic,Sport Boat;Boesch power boats;Used boat;;5.1;2.0;Wood;Switzerland; Neuenburgersee
EUR 26820;Cabin Boat;Quicksilver power boats;new boat from stock;;5.5;2.29;GRP;Germany;1
EUR 26500;Pontoon Boat;Italmar power boats;Used boat;;6.0;2.5;GRP;Italy; Emilia Romagna
EUR 26500;Cabin Boat;Regal power boats;Used boat;;7.95;2.79;GRP;Portugal; Lisbon
EUR 26500;Trawler;;Used boat;;10.5;3.4;Steel;Netherlands; Op afspraak/auf Termin/on appointment
EUR 26500;Pilothouse;Viking power boats;new boat from stock;;6.84;2.5;Aluminium;Germany; auf Anfrage
EUR 26500;Trawler;;Used boat;;10.0;3.4;Steel;Netherlands; In verkoophaven
EUR 26500;Cabin Boat,Sport Boat;Rio power boats;Used boat;;8.95;2.7;GRP;Germany; Mecklenburg-Vorpommern
EUR 26500;Sport Boat;Quicksilver power boats;new boat from stock;;6.02;2.34;GRP;Germany;1
EUR 26400;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat on order;;6.2;2.34;GRP;Germany; Niedersachsen
CHF 28500;Motor Yacht;Tullio Abbate power boats;Used boat;;7.5;2.28;GRP;Switzerland; Tolochenaz 
CHF 28500;Bowrider;Sea Ray power boats;Used boat;;6.4;2.59;GRP;Switzerland; Luganersee
CHF 28450;Cabin Boat;Huber power boats;new boat from stock;;5.44;2.0;GRP;Switzerland; Stäfa am Zürichsee 
DKK 195000;Working Boat;Pioner power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 26000;Cabin Boat;Jeanneau power boats;Used boat;;8.5;2.95;PVC;France; MATIGNON
EUR 26000;Fishing Boat;Robalo power boats;Used boat;;7.9;2.35;GRP;Italy; Veneto
EUR 26000;Pilothouse;Formula power boats;Used boat;;7.92;2.52;GRP;Germany; Baden-Württemberg
EUR 26000;Sport Boat;Sea Ray power boats;Used boat;;8.53;2.59;;France; paimpol
EUR 26000;Sport Boat;Regal power boats;Used boat;;7.52;2.6;;Portugal; Albufeira
EUR 26000;Pontoon Boat;Boston Whaler power boats;Used boat;;7.5;2.55;GRP;Italy; Lazio
EUR 26000;Pilothouse;Intermare power boats;Used boat;;7.0;2.7;GRP;Italy; Toscana
EUR 26000;Sport Boat;Cobalt power boats;Used boat;;7.62;2.59;GRP;Italy;
EUR 26000;Fishing Boat;Seaswirl power boats;Used boat;;7.47;2.59;GRP;Italy; Veneto
EUR 26000;Sport Boat;Gobbi power boats;Used boat;;7.9;2.5;GRP;Croatia (Hrvatska); INFO DD - YACHTING
EUR 26000;Cabin Boat;Sciallino power boats;Used boat;;5.92;2.5;GRP;Porto Rotondo;
EUR 26000;Deck Boat;Sessa power boats;Used boat;;7.31;2.5;PVC;France; Arcachon
EUR 25999;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.55;2.29;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 25999;Cabin Boat;Drago Boats power boats;new boat from stock;;7.05;2.41;GRP;Germany; CUXHAVEN
EUR 25999;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.33;2.17;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 25990;Bowrider;Jeanneau power boats;Used boat;;5.21;2.36;PVC;Slovak Republic; Bratislava
EUR 25990;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.02;2.12;;Germany; Ausstellungshalle Schweich
EUR 25950;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.02;2.12;;Germany; Ausstellungshalle Schweich
EUR 25950;Cabin Boat;Quicksilver (Brunswick Marine) power boats;Used boat;;5.02;2.12;GRP;Ostsee; Zingst
EUR 25680;Sport Boat;Bénéteau power boats;new boat from stock;;6.4;2.52;PVC;France; AGDE
CHF 27500;Pontoon Boat;Tauscheck power boats;Used boat;;9.94;3.1;Aluminium;Switzerland; Lago Maggiore
CHF 27500;Sport Boat;Windy power boats;Used boat;;7.85;2.54;GRP;Switzerland; Lake Constance
CHF 27680;Motor Yacht;AM Yacht power boats;new boat from stock;;4.85;1.95;;Switzerland; Yvonand 
EUR 25590;Cabin Boat;Olympic power boats;new boat from stock;;6.2;2.44;GRP;Germany; Bayern
EUR 25500;Sport Boat;AMT power boats;new boat from stock;;6.08;2.35;GRP;Germany; Erftstadt
EUR 25500;Fishing Boat;;new boat from stock;;6.59;2.44;Aluminium;Germany; Mecklenburg-Vorpommern
EUR 25500;Cabin Boat;Sciallino power boats;Used boat;;7.55;2.78;GRP;Italy; Mar Tirreno
EUR 25500;Cabin Boat;Princess power boats;Used boat;;10.0;3.0;GRP;Croatia (Hrvatska); Istra
EUR 25500;Center console boat;Bénéteau power boats;Used boat;;7.2;2.52;PVC;France; SAINT-MALO
EUR 25500;Sport Boat;Crownline power boats;Used boat;;8.9;2.55;GRP;Netherlands; Nähe Kampen
EUR 25390;Bowrider;Maxima power boats;new boat from stock;;6.15;2.3;GRP;Germany; Konstanz-Dettingen
DKK 188000;Bowrider;Campion power boats;new boat from stock;;4.0;2.0;;Denmark; Svendborg
CHF 27190;Motor Yacht;BWA power boats;new boat from stock;;5.9;2.5;Hypalon;Switzerland; Lake Geneva
EUR 25000;Motor Yacht;;Used boat;;9.5;3.1;Steel;Netherlands; Schokkerhaven
EUR 25000;Center console boat;;Used boat;;7.48;2.35;;Italy; Peschiera Borromeo
EUR 25000;Sport Boat;Gobbi power boats;Used boat;;7.8;2.51;GRP;Italy; Toscana
EUR 25000;Sport Boat;Bimax power boats;Used boat;;7.49;2.49;GRP;Italy; Toscana
EUR 25000;Working Boat;;Used boat;;16.0;4.0;Steel;Netherlands; Franeker
EUR 25000;Deck Boat;Eolo power boats;new boat from stock;;5.9;2.5;;Italy; Venezia
EUR 25000;Motor Yacht;Mochi Craft power boats;Used boat;;9.4;3.1;GRP;Italy; Toscana
EUR 25000;Motor Yacht;De Wiel power boats;Used boat;;10.0;3.4;Steel;Belgium; Turnhout 
EUR 25000;Sport Boat;Gobbi power boats;Used boat;;8.5;3.0;GRP;Italy; Friuli-Venezia Giulia
EUR 25000;Working Boat;;Used boat;;7.5;2.5;;Italy; Lombardia - Trentino Alto Adige
EUR 25000;Classic,Trawler;;Used boat;;9.4;3.2;Wood;Netherlands; Sneek
EUR 25000;Sport Boat;;Used boat;;7.5;2.3;GRP;Italy; Toscana
EUR 25000;Trawler;;Used boat;;31.41;5.04;Steel;United Kingdom; Shetland
EUR 25000;Cabin Boat;Lema power boats;Used boat;;6.6;2.5;GRP;Italy; Lombardia - Trentino Alto Adige
EUR 25000;Cabin Boat;Cranchi power boats;Used boat;;7.81;2.5;GRP;Italy; Veneto
EUR 25000;Cabin Boat;Wellcraft power boats;Used boat;;8.37;2.59;GRP;Croatia (Hrvatska);
EUR 25000;Center console boat;Bénéteau power boats;Used boat;;7.15;2.54;PVC;France; MENTON GARAVAN
EUR 25000;Cabin Boat;Rio Iberica power boats;Used boat;;7.65;2.55;Carbon Fiber;France; Rhône-Alpes
EUR 25000;Motor Yacht;Sea Ray power boats;Used boat;;9.3;2.7;GRP;Austria; Donau
EUR 25000;Cabin Boat;Bayliner power boats;Used boat;;9.0;3.0;GRP;Finland; Vääksy 
EUR 25000;Sport Boat;Sunseeker power boats;Used boat;;8.2;2.7;GRP;Croatia (Hrvatska); Punat
EUR 25000;Sport Boat;Rinker power boats;Used boat;;8.23;2.6;GRP;Croatia (Hrvatska); onbekend
EUR 25000;Flybridge;Fairline power boats;Used boat;;9.9;3.5;GRP;Italy; Sardegna
EUR 25000;Pilothouse;Barkas power boats;Used boat;;9.0;3.2;Steel;Netherlands; Verkoophaven Flevostrand
EUR 25000;Cabin Boat;Viking (GB) power boats;Used boat;;7.42;2.45;GRP;France; 80550 LE CROTOY  à terre sur remorque
EUR 25000;Motor Yacht;Coverline power boats;Used boat;;7.5;2.55;GRP;Italy; Mar Tirreno
EUR 25000;Pilothouse;Mery Nautic power boats;Used boat;;7.16;2.82;PVC;France; ARZON
EUR 25000;Fishing Boat;Bayliner power boats;Used boat;;7.0;2.5;;France; Côte d'Azur
EUR 24999;Pilothouse;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.55;2.54;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 24999;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.74;2.55;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 24999;Sport Boat;BlueCraft power boats;new boat from stock;;6.5;2.4;GRP;Germany; Nordrhein-Westfalen
EUR 24995;Cabin Boat;Beachcraft power boats;Used boat;;11.8;3.25;Steel;Netherlands; Friesland
EUR 24990;Sport Boat;;Used boat;;6.7;2.52;GRP;Croatia (Hrvatska); NOVIGRAD - BOOTE RIEDL
EUR 24990;Center console boat;Jeanneau power boats;new boat on order;;6.77;2.48;GRP;Germany; Bönningstedt
EUR 24990;Center console boat;Jeanneau power boats;new boat from stock;;6.31;2.48;GRP;Germany;
EUR 24990;Sport Boat;Futuro power boats;Display Model;;5.5;2.0;Aluminium;Germany; Lake Constance
EUR 24990;Motor Yacht;Maxum power boats;Unleaded;;9.07;2.95;GRP;Germany; 14770 Brandenburg an der Havel
EUR 24990;Motorsailer;;Diesel;;11.0;3.5;Steel;Germany; Ueckermünde
CHF 26800;Fishing Boat;Smartliner power boats;new boat on order;;6.28;2.24;GRP;Switzerland; Lake Geneva
CHF 27000;Sport Boat;;new boat from stock;;5.5;2.2;Aluminium;Switzerland; Thunersee
CHF 27000;Fishing Boat;Thoma power boats;Used boat;;6.0;1.85;GRP;Switzerland; Walensee
EUR 24970;Center console boat;Quicksilver power boats;new boat from stock;;5.47;2.29;GRP;Germany;
EUR 24930;Sport Boat;Invictus power boats;Display Model;;6.1;2.4;GRP;Switzerland; Lago Maggiore
EUR 24900;Cabin Boat;Fairline power boats;Used boat;;8.94;3.06;GRP;Germany; Lake Constance
EUR 24900;Cabin Boat;Bayliner power boats;Used boat;;8.46;2.57;GRP;Germany; Ostsee
EUR 24900;Motor Yacht;Bayliner power boats;Used boat;;8.45;2.56;GRP;Croatia (Hrvatska); Zadar
EUR 24900;Trawler;;Used boat;;10.6;3.0;Steel;Netherlands; In verkoophaven
CHF 26900;Sport Boat;Numo power boats;Used boat;;5.84;2.53;GRP;Switzerland; Thayngen(SH)
DKK 185000;Cabin Boat;Fjord power boats;Used boat;;9.3;3.25;GRP;Denmark; Nordjylland
CHF 26800;Bowrider;Bella power boats;Display Model;;5.5;2.29;;Switzerland; Vierwaldstättersee
CHF 26600;Deck Boat;Olympic power boats;Used boat;;5.58;2.16;GRP;Switzerland; Murtensee
EUR 24586;Cabin Boat;Drago Boats power boats;new boat from stock;;5.97;2.26;GRP;Germany;
EUR 24550;Sport Boat;Nordkapp power boats;new boat from stock;;6.06;2.2;GRP;Germany; Nordrhein-Westfalen
EUR 24550;Center console boat;Invictus power boats;new boat from stock;;6.1;2.4;GRP;Italy; Friuli Venezia Giulia
CHF 26500;Motor Yacht;B2 Marine power boats;new boat from stock;;5.7;2.15;GRP;Switzerland; Neuenburgersee
CHF 26500;Cabin Boat,Pilothouse,Sport Boat;Century power boats;Used boat;;7.67;2.43;GRP;Switzerland; Murtensee
EUR 24500;Runabout;;Used boat;;8.0;3.06;GRP;Italy; Sicilia
EUR 24500;Cabin Boat;Intermare power boats;Used boat;;7.13;2.6;GRP;Italy; Toscana
EUR 24500;Trawler;;Used boat;;15.77;3.46;Steel;Netherlands; Omgeving Utrecht
EUR 24500;Launch;;Used boat;;5.83;2.02;GRP;Netherlands; In verkoophaven
EUR 24500;Cabin Boat;Bayliner power boats;Used boat;;8.74;3.2;GRP;Germany; Lake Constance
EUR 24500;Trawler;Proficiat power boats;Used boat;;9.75;3.0;Steel;Netherlands; In verkoophaven
EUR 24500;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.5;2.29;GRP;Germany; Niedersachsen
EUR 24500;Pilothouse;Bénéteau power boats;Used boat;;6.53;2.59;PVC;France; Deauville
EUR 24500;Motor Yacht;Polar power boats;Used boat;;9.75;3.1;GRP;Croatia (Hrvatska); Insel Rab 
EUR 24500;Cabin Boat;DarekCo power boats;Used boat;;6.65;2.39;Carbon Fiber;France; Bretagne
EUR 24500;Center console boat;;Used boat;;6.49;2.54;;Italy;
EUR 24500;Motor Yacht;Super van Craft power boats;Used boat;;11.0;3.35;Steel;Netherlands; In verkoophaven
EUR 24500;Classic;;Used boat;;10.5;3.25;Steel;Netherlands; Gelderland
EUR 24495;Motor Yacht;;Used boat;;9.8;3.2;Steel;Netherlands; In verkoophaven
EUR 24400;Cabin Boat;Quicksilver power boats;new boat from stock;;6.0;2.34;GRP;Germany;1
EUR 24400;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.41;2.12;GRP;Germany; Niedersachsen
EUR 24360;Bowrider;Quicksilver power boats;new boat on order;;5.33;2.17;GRP;Germany;
CHF 26000;Working Boat;;new boat from stock;;6.0;1.9;Aluminium;Switzerland; Thunersee
EUR 24000;Pilothouse;Saver power boats;Used boat;;7.25;2.5;;Italy; Toscana
EUR 24000;Pilothouse;Bénéteau power boats;Used boat;;7.44;2.75;;France; granville
EUR 24000;Deck Boat;Quicksilver power boats;Used boat;;6.45;2.55;;Italy; Sardegna
EUR 24000;Motor Yacht;Biam power boats;Used boat;;10.0;3.2;GRP;Italy; Lignano
EUR 24000;Cabin Boat;Gibert Marine power boats;Used boat;;8.5;3.0;Plastic;France; Bretagne
EUR 23999;Cabin Boat,Classic,Passenger boat;;Used boat;;8.0;3.0;Wood;Austria; Neusiedler See
EUR 23990;Sport Boat;Saver power boats;new boat from stock;;5.75;2.26;GRP;Germany; Bayern
EUR 23990;Cabin Boat;;Used boat;;9.3;2.9;GRP;Austria; Pula (Kroatien)
EUR 23990;Cabin Boat;Inter power boats;Diesel;;7.4;2.55;GRP;Germany; Potsdam
CHF 25920;Motor Yacht;;new boat from stock;;4.85;1.95;GRP;Switzerland; Neuenburgersee
CHF 25920;Center console boat;MP Watersport power boats;new boat from stock;;5.6;2.05;GRP;Switzerland; Neuenburgersee
CHF 25920;Motor Yacht;MP Watersport power boats;new boat from stock;;4.85;1.95;GRP;Switzerland; Neuenburgersee
CHF 25900;Bowrider;AMT power boats;Used boat;;4.72;2.05;GRP;Switzerland; Vierwaldstättersee
CHF 25900;Cabin Boat,Fishing Boat;Bella power boats;Used boat;;5.62;2.08;GRP;Switzerland; Thunersee
CHF 25900;Motor Yacht;Windy power boats;Used boat;;8.6;2.8;GRP;Switzerland; Rhein
EUR 23950;Launch;;new boat from stock;;5.8;2.25;;Germany; DE
EUR 23950;Trawler;;Used boat;;9.6;3.4;Steel;Netherlands; Joure
DKK 178000;Center console boat;Jeanneau power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 23900;Sport Boat;AMT power boats;new boat from stock;;5.5;2.24;GRP;Germany; auf Anfrage
EUR 23900;Cabin Boat;Chaparral power boats;Used boat;;7.7;2.59;GRP;Germany; Nordrhein-Westfalen
EUR 23900;Deck Boat;Quicksilver power boats;Used boat;;6.35;2.55;PVC;France; Rixheim
EUR 23900;Bowrider;Searider power boats;new boat on order;;5.2;1.9;GRP;Germany; Lake Constance
EUR 23900;Motor Yacht;Sea Ray power boats;Unleaded;;9.9;3.4;GRP;Germany; Berlin
CHF 25800;Pilothouse;Scand power boats;Used boat;;8.3;3.06;GRP;Switzerland; Walensee
DKK 177000;Cabin Boat;Crescent power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
CHF 25702;Fishing Boat;VBoats power boats;new boat from stock;;5.45;2.16;Aluminium;Switzerland; Bouveret
CHF 25700;Fishing Boat;Smartliner power boats;new boat from stock;;6.28;2.24;GRP;Switzerland; Lake Geneva
EUR 23750;Launch;;new boat from stock;;7.5;2.5;;Germany; DE
CHF 25000;Sport Boat;Windy power boats;Used boat;;7.85;2.54;GRP;Switzerland; Lake Geneva
CHF 25000;Classic;;Used boat;;4.5;2.0;Wood;Switzerland; lac de Gruyère
CHF 25000;Cabin Boat;Bénéteau power boats;Used boat;;6.4;2.36;GRP;Switzerland; Neuchâtel 
CHF 25000;Motor Yacht;Draco power boats;Used boat;;9.5;3.14;GRP;Switzerland; Vierwaldstättersee
£ 21000;Pilothouse;Saver power boats;Used boat;;7.05;2.52;PVC;United Kingdom; TROON
CHF 24900;Sport Boat;Performance power boats;Used boat;;7.2;2.5;GRP;Switzerland; Luganersee
CHF 24900;Fishing Boat;VBoats power boats;new boat from stock;;5.06;2.13;Aluminium;Switzerland; Bouveret
CHF 24900;Motor Yacht,Sport Boat;Tullio Abbate power boats;Used boat;;7.85;2.26;GRP;Switzerland; Lake Constance
EUR 23000;Deck Boat;CAD Marine power boats;Used boat;;6.42;2.42;GRP;Italy; Venezia
EUR 23000;Sport Boat;Chaparral power boats;Used boat;;9.0;2.0;GRP;Croatia (Hrvatska); Istra
EUR 23000;Sport Boat;Azimut power boats;Used boat;;8.68;3.21;GRP;Italy; Toscana
EUR 23000;Center console boat;Bimax power boats;Used boat;;7.49;2.49;GRP;Italy; Toscana
EUR 23000;Cabin Boat;Sessa power boats;Used boat;;6.83;2.5;GRP;Italy; Lombardia - Trentino Alto Adige
EUR 23000;Motor Yacht;Jeanneau power boats;Used boat;;6.98;2.59;PVC;France; LA ROCHELLE
EUR 22990;Trawler;;Used boat;;10.0;3.65;Steel;Germany; Oldenburg
DKK 171000;Cabin Boat;Crescent power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 22950;Sport Boat;Quicksilver power boats;new boat from stock;;5.5;2.29;GRP;Germany; Berlin
EUR 22950;Cabin Boat;Regal power boats;Used boat;;6.4;2.5;GRP;Germany; Boote Jochum
EUR 22950;Launch;;new boat from stock;;7.5;2.5;;Germany; DE
EUR 22943;Bowrider;Jeanneau power boats;new boat from stock;;6.74;2.48;GRP;Germany;
EUR 22900;Sport Boat;Marinello power boats;Used boat;;5.3;2.3;;Germany; Hock Boote
EUR 22900;Fishing Boat;Sport Craft power boats;Used boat;;7.83;2.5;GRP;Germany; Nordrhein-Westfalen
EUR 22900;Pilothouse;Bénéteau power boats;Used boat;;6.5;2.59;PVC;France; La Forêt-Fouesnant
EUR 22900;Bowrider;Larson power boats;Used boat;;6.0;2.0;PVC;Spain; Alicante (Alacant)
EUR 22900;Center console boat;Bénéteau power boats;Used boat;;6.99;2.48;PVC;France; Ajaccio
EUR 22900;Sport Boat;Crownline power boats;Used boat;;8.08;2.59;;Germany; Berlin
EUR 22900;Pilothouse;Rodman power boats;Used boat;;7.4;2.8;PVC;France; BARCARES
EUR 22900;Cabin Boat;Rodman power boats;Used boat;;7.4;2.8;PVC;France; BARCARES
EUR 22900;Sport Boat;Sea Ray power boats;Used boat;;6.57;2.43;GRP;Austria; Linz
EUR 22900;Cabin Boat;Nordmaster power boats;new boat from stock;;5.6;2.35;;Slovenia; LJUBLJANA
EUR 22500;Cabin Boat;;Used boat;;10.5;3.4;Steel;Netherlands; Sneek
EUR 22500;Trawler;;Used boat;;9.8;3.4;Steel;Netherlands; In verkoophaven
EUR 22500;Pontoon Boat;BlueCraft power boats;Display Model;;5.4;2.55;Aluminium;Germany; Nordrhein-Westfalen
EUR 22500;Trawler;;Used boat;;10.0;3.3;Steel;Netherlands; Bezichtiging op afspraak/Call us for a visit/Bitte
EUR 22500;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;4.44;2.12;GRP;Germany; Bayern
EUR 22500;Classic,Sport Boat,Trawler;;Used boat;;7.5;2.6;Steel;Germany; Hamburg 
EUR 22500;Launch;Valk power boats;new boat from stock;;8.5;2.74;Steel;Netherlands; Loosdrecht
EUR 22500;Trawler;;Used boat;;9.85;3.18;Steel;Netherlands; Omgeving Rotterdam
EUR 22500;Cabin Boat;Chaparral power boats;Used boat;;6.15;2.44;GRP;Berlin Wannsee ;
EUR 22500;Trawler;Rijo Kruiser power boats;Used boat;;11.5;3.1;Steel;Netherlands; In verkoophaven
EUR 22500;Cabin Boat;Regal power boats;Used boat;;8.8;2.8;GRP;Austria; Wörthersee
EUR 22499;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.5;2.29;GRP;Germany; Kieler Bucht mit Fehmarn
DKK 167000;Cabin Boat;Crescent power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 22325;Deck Boat;Quicksilver power boats;new boat from stock;;5.29;2.29;;Germany; Berlin
CHF 24060;Fishing Boat;Thoma power boats;new boat from stock;;5.5;1.65;GRP;Switzerland; Walensee
EUR 22200;Center console boat;Bénéteau power boats;new boat from stock;;6.13;2.45;;Italy;
EUR 22187;Deck Boat;Bénéteau power boats;new boat from stock;;5.27;2.38;PVC;Belgium; Nieuwpoort
DKK 165000;Deck Boat;Pioner power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
CHF 23900;Sport Boat;Gobbi power boats;Used boat;;2.5;7.3;GRP;Switzerland; Vierwaldstättersee
CHF 23900;Sport Boat;Ebbtide power boats;Used boat;;5.8;2.34;GRP;Switzerland; Lake Constance
CHF 23900;Fishing Boat;Ocean Master (US) power boats;Used boat;;6.05;2.45;GRP;Switzerland; Vierwaldstättersee
CHF 23800;Sport Boat;Galia power boats;new boat on order;;5.7;2.38;GRP;Switzerland; Lake of Zurich
EUR 22000;Motor Yacht;;Used boat;;7.0;2.0;;Italy; Toscana
EUR 22000;Sport Boat;;Used boat;;10.03;3.24;GRP;Italy; Toscana
EUR 22000;Runabout;;new boat from stock;;6.59;2.44;Aluminium;Germany; Mecklenburg-Vorpommern
EUR 22000;Sport Boat;Ranieri power boats;Used boat;;7.55;2.05;PVC;Monaco; Monaco
EUR 22000;Pontoon Boat;Cantieri Nautici Solcio power boats;Used boat;;9.5;3.4;GRP;Italy; Friuli Venezia Giulia
EUR 22000;Pontoon Boat;Sessa power boats;Used boat;;6.45;2.5;GRP;Italy; Piemonte
EUR 21984;Sport Boat;Drago Boats power boats;new boat from stock;;5.5;2.0;GRP;Germany;
EUR 21950;Motor Yacht;Eolo power boats;new boat from stock;;5.9;2.5;;Germany; DE
EUR 21950;Fishing Boat;Linder power boats;new boat from stock;;4.51;1.75;Aluminium;Germany; Boote Jochum
£ 20000;Trawler;;Used boat;;18.59;4.27;;United Kingdom; Queenborough
CHF 23500;Fishing Boat,Passenger boat,Sport Boat;Gropp power boats;Used boat;;6.02;1.55;Aluminium;Switzerland; Thurgau
EUR 21900;Cabin Boat;Quicksilver power boats;new boat from stock;;5.02;2.12;GRP;Germany; Berlin
EUR 21850;Sport Boat;Mirage power boats;Used boat;;7.2;2.5;GRP;Germany; BUDENHEIM/RHEIN
DKK 162000;Cabin Boat;Crescent power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 21750;Flybridge;;Used boat;;9.2;2.95;Steel;Netherlands; Leeuwarden
EUR 21750;Deck Boat;;new boat from stock;;7.2;2.5;;Germany; DE
CHF 23500;Sport Boat;Bénéteau power boats;Used boat;;6.03;2.44;GRP;Switzerland; Rhein
CHF 23500;Pilothouse;Viking (GB) power boats;Used boat;;6.75;2.29;GRP;Switzerland; Rhein
CHF 23460;Motor Yacht;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.07;2.12;GRP;Switzerland; Neuenburgersee
EUR 21700;House Boat;;new boat from stock;;8.8;3.0;Wood;Poland; Nieuwbouw
EUR 21700;Center console boat;Bénéteau power boats;new boat from stock;;6.22;2.49;;Italy;
